受注番号,商品コード,個数
286314-20220530-0432773449,make_balance-f-cocoa,1
286314-20220530-0200573481,null-honey-wax2,2
286314-20220530-0386173456,nalc-sunscreen-f,1
286314-20220530-0950773407,nalc-handcream,1
286314-20220530-0436973440,null-bbcream,1
286314-20220530-0341273467,null-remover-vio,1
286314-20220530-0930473407,null-aftershave-lotion-c,1
286314-20220530-0930473407,null-remover-vio,1
286314-20220530-0332673467,null-deodorant-gel,1
286314-20220530-0387173445,null-remover-vio,1
286314-20220530-0266273471,null-bbcream,1
286314-20220530-0364473454,think_simple-wpc,1
286314-20220530-0326373464,null-remover-vio,1
286314-20220530-0144473480,null-remover-vio,1
286314-20220530-0314373461,null-bbcream,1
286314-20220530-0370473437,null-bodywash-re,3
286314-20220530-0846673412,null-bbcream,1
286314-20220530-0946973401,null-remover-vio,1
286314-20220530-0834673409,null-roland-bb-b,1
286314-20220530-0261873462,null-perfume-cream,1
286314-20220530-0317773438,daily_basic-f-vanilla,1
286314-20220530-0387773424,feel_natural-f-cocoa,1
286314-20220530-0307873435,null-bodywash-re,1
286314-20220530-0068473479,null-allinonemist,1
286314-20220530-0109073475,make_balance-f-cocoa,1
286314-20220530-0480373417,null-sunscreen,1
286314-20220530-0888573398,null-bbcream,1
286314-20220530-0886173400,null-deodorant-gel,2
286314-20220530-0124673471,fixit-shaker-mb_aw,1
286314-20220530-0124673471,makebalance-plane,1
286314-20220530-0196673464,make_balance-f-cocoa,1
286314-20220530-0402973418,nalc-sunscreen-f,1
286314-20220530-0000573481,make_balance-f-cocoa,1
286314-20220529-0746973411,null-remover-vio,1
286314-20220529-0379373418,null-deodorant-gel,1
286314-20220529-0978073390,null-remover-vio,1
286314-20220529-0250373432,null-remover-vio,1
286314-20220529-0797173403,nalc-moistlotion,1
286314-20220529-0752873406,make_balance-f-matcha,1
286314-20220529-0982073394,null-remover-vio,1
286314-20220529-0994573391,null-bbcream,1
286314-20220529-0171073454,null-honey-wax2,1
286314-20220529-0724173408,null-deodorant-gel,2
286314-20220529-0126773464,null-acne-facewash,1
286314-20220529-0232073428,null-bbcream,1
286314-20220529-0642273414,null-sunscreen,1
286314-20220529-0096473466,null-sunscreen,1
286314-20220529-0115173453,null-remover-vio,3
286314-20220529-0009373471,makebalance-plane,1
286314-20220529-0883273397,null-aftershave-lotion-c,1
286314-20220529-0883273397,null-remover-vio,1
286314-20220529-0078973461,null-perfume-cream,1
286314-20220529-0122373434,null-aftershave-lotion-c,1
286314-20220529-0122373434,null-remover-vio,1
286314-20220529-0099973441,nalc-milklotion-f,1
286314-20220529-0649573406,daily_basic-f-fruitsmix,1
286314-20220529-0104773432,null-remover-vio,1
286314-20220529-0601073409,null-bbcream,1
286314-20220529-0534673415,nalc-handcream,1
286314-20220529-0534673415,nalc-milklotion-f,1
286314-20220529-0647773402,null-deodorant-gel,1
286314-20220529-0586173409,null-remover-vio,1
286314-20220529-0025173454,null-remover-vio,1
286314-20220529-0019173453,daily_basic-f-vanilla,1
286314-20220529-0564173412,null-deodorant-gel,2
286314-20220529-0094973427,null-remover-vio,1
286314-20220529-0002773456,null-remover-vio,1
286314-20220529-0509873414,daily_basic-f-strawberry,1
286314-20220529-0090173423,null-remover-vio,1
286314-20220529-0808473391,null-remover-vio,1
286314-20220529-0971873355,make_balance-f-cocoa,1
286314-20220529-0784273391,null-deodorant-gel,1
286314-20220529-0612173400,null-deodorant-gel,1
286314-20220529-0935873374,feel_natural-f-matcha,2
286314-20220529-0936673354,null-bbcream,1
286314-20220529-0971473348,null-sunscreen,1
286314-20220529-0430873414,null-remover-vio,1
286314-20220529-0853973383,daily_basic-f-strawberry,2
286314-20220529-0865173372,null-deodorant-gel,1
286314-20220529-0977073341,null-deodorant-gel,1
286314-20220529-0994773339,null-deodorant-gel,4
286314-20220529-0048773419,daily_basic-f-banana,1
286314-20220529-0749273388,null-bodywash,1
286314-20220529-0853273370,DD-EFK-5D,1
286314-20220529-0694173391,null-remover-vio,1
286314-20220529-0859973355,fafra-shoepowder,1
286314-20220529-0850773354,null-perfume-cream,1
286314-20220529-0842773366,null-remover-vio,3
286314-20220529-0503473400,null-remover-vio,1
286314-20220529-0826073373,null-remover-vio,2
286314-20220529-0897473343,null-bbcream,1
286314-20220529-0865673356,null-remover-vio,1
286314-20220529-0835573357,null-bbcream,2
286314-20220529-0826773365,null-remover-vio,1
286314-20220529-0812273362,daily_basic-f-coffee,1
286314-20220529-0687973385,null-deodorant-gel,1
286314-20220529-0810473353,null-remover-vio,1
286314-20220529-0796173365,null-remover-vio,1
286314-20220529-0857073341,fixit-dailybasicplus-y,1
286314-20220529-0607973393,DD-EFK-7D,2
286314-20220529-0363373408,null-aftershave-lotion,1
286314-20220529-0747373372,daily_basic-f-coffee,1
286314-20220529-0882973337,fixit-shaker-mb_aw,1
286314-20220529-0882973337,make_balance-f-cocoa,1
286314-20220529-0773373365,null-remover-vio,1
286314-20220529-0376373403,daily_basic-f-fruitsmix,1
286314-20220529-0726673373,feel_natural-f-cocoa,1
286314-20220529-0775873351,null-allinone-gel,1
286314-20220529-0808173347,nalc-sunscreen-f,1
286314-20220529-0705273372,null-deodorant-gel,1
286314-20220529-0770573349,daily_basic-f-coffee,1
286314-20220529-0708173376,nalc-sunscreen-f,1
286314-20220529-0730173367,null-bbcream,1
286314-20220529-0703373378,null-sunscreen,1
286314-20220529-0481773397,null-remover-vio,1
286314-20220529-0499873395,null-remover-vio,1
286314-20220529-0821773339,daily_basic-f-coffee,1
286314-20220529-0821773339,daily_basic-f-vanilla,1
286314-20220529-0683173373,null-wrinklecream,1
286314-20220529-0214173415,nalc-handcream,1
286314-20220529-0359373400,null-remover-vio,1
286314-20220529-0702373357,null-remover-vio,1
286314-20220529-0231073412,null-honey-wax2,1
286314-20220529-0683473355,null-remover-vio,1
286314-20220529-0486173393,null-remover-vio,1
286314-20220529-0240473408,null-remover-vio,1
286314-20220529-0469373391,null-remover-vio,1
286314-20220529-0780373333,null-bodywash,1
286314-20220529-0253173404,null-remover-vio,1
286314-20220529-0678073344,null-sunscreen,1
286314-20220529-0337673396,null-sunscreen,1
286314-20220529-0661973350,null-facelotion,1
286314-20220529-0701073340,makebalance-plane,1
286314-20220529-0101973416,null-deodorant-gel,1
286314-20220529-0711573334,daily_basic-f-banana,1
286314-20220529-0588373370,null-bodywash-re,2
286314-20220529-0604873355,null-bodywash,1
286314-20220529-0371773395,null-aftershave-lotion-c,1
286314-20220529-0371773395,null-remover-vio,1
286314-20220529-0159973409,is-gf01-ip7p,1
286314-20220529-0565073376,null-remover-vio,1
286314-20220529-0637573343,make_balance-f-cocoa,1
286314-20220529-0582773367,null-acne-facewash,1
286314-20220529-0630073343,null-sunscreen,1
286314-20220529-0684573335,null-cleansing,1
286314-20220529-0684573335,null-bbcream,1
286314-20220529-0550073374,null-cleansing,1
286314-20220529-0535473373,null-deodorant-gel,1
286314-20220529-0589573352,null-sunscreen,1
286314-20220529-0546373363,null-remover-vio,1
286314-20220529-0311173395,null-allinone-gel,1
286314-20220529-0307373395,daily_basic-f-strawberry,1
286314-20220529-0587673347,makebalance-plane,1
286314-20220529-0393273389,null-deodorant-gel,2
286314-20220529-0455373380,null-deodorant-gel,1
286314-20220529-0481373373,null-sunscreen,1
286314-20220529-0494973369,IS-BTEP10NC-BK,1
286314-20220529-0452573378,null-remover-vio,1
286314-20220529-0535673347,fafra-og-bodycream,1
286314-20220529-0298573393,null-bodywash,1
286314-20220529-0433473379,null-remover-vio,1
286314-20220529-0440473373,null-remover-vio,1
286314-20220529-0305273389,null-remover-vio,1
286314-20220529-0462673345,feel_natural-f-cocoa,2
286314-20220529-0301073386,daily_basic-f-vanilla,1
286314-20220529-0029073404,null-remover-vio,1
286314-20220529-0613573331,null-naturalbb-01,1
286314-20220529-0023373404,null-sunscreen,1
286314-20220529-0294673384,makebalance-plane,2
286314-20220529-0305473383,daily_basic-f-strawberry,1
286314-20220529-0326673379,null-bbcream,1
286314-20220529-0336973370,null-remover-vio,1
286314-20220529-0400073343,null-remover-vio,1
286314-20220529-0009773401,null-remover-vio,1
286314-20220529-0009073399,null-deodorant-gel,1
286314-20220529-0314373363,daily_basic-f-vanilla,1
286314-20220529-0352073350,makebalance-plane,1
286314-20220529-0413273336,DD-EK01RLF2,2
286314-20220529-0257173380,null-remover-vio,1
286314-20220529-0958573315,null-sunscreen,1
286314-20220529-0208273383,null-remover-vio,1
286314-20220529-0320973342,null-bbcream,3
286314-20220529-0279473352,null-remover-vio,1
286314-20220529-0808473326,null-deodorant-gel,1
286314-20220529-0034473394,null-deodorant-gel,1
286314-20220529-0964473313,DD-EK02RLF2,1
286314-20220529-0211273372,fixit-shaker-mb_aw,1
286314-20220529-0211273372,make_balance-f-matcha,1
286314-20220529-0860273320,fafra-botanicalmist,1
286314-20220529-0175373377,makebalance-plane,1
286314-20220529-0164973372,null-aftershave-lotion-c,1
286314-20220529-0164973372,null-remover-vio,1
286314-20220529-0008873390,makebalance-plane,1
286314-20220529-0741873325,make_balance-f-cocoa,1
286314-20220529-0126973377,nalc-sunscreen-f,1
286314-20220529-0136773365,null-honey-wax2,1
286314-20220529-0120673374,null-deodorant-gel,1
286314-20220529-0225373338,null-acne-facewash,2
286314-20220529-0136773353,daily_basic-f-strawberry,1
286314-20220529-0131173349,null-remover-vio,1
286314-20220529-0200173334,null-sunscreen,1
286314-20220529-0959973302,makebalance-plane,1
286314-20220529-0124373345,null-bbcream,1
286314-20220529-0181773335,DD-EK02RLF2,1
286314-20220529-0059873372,feel_natural-f-cocoa,1
286314-20220529-0778673312,null-bbcream,1
286314-20220529-0057473375,null-remover-vio,1
286314-20220529-0134273342,null-sunscreen,1
286314-20220529-0040173376,nalc-sunscreen-f,1
286314-20220529-0889773306,null-remover-vio,1
286314-20220529-0942673300,daily_basic-f-banana,1
286314-20220529-0019373377,null-deodorant-gel,1
286314-20220529-0679973318,null-bodywash,3
286314-20220529-0086373340,null-acne-facewash,1
286314-20220529-0085373341,null-collectivepen-02,1
286314-20220529-0085373341,null-bbcream,1
286314-20220529-0728573310,DD-EFK-7D,1
286314-20220529-0987973282,make_balance-f-cocoa,1
286314-20220529-0678273314,null-bbcream,1
286314-20220529-0954373265,make_balance-f-matcha,1
286314-20220529-0905673280,makebalance-plane,1
286314-20220529-0005573338,null-remover-vio,2
286314-20220529-0885373297,nalc-sunscreen-f,1
286314-20220529-0700673308,aimmx-eyeshadow-01,1
286314-20220529-0785173300,null-remover-vio,1
286314-20220529-0722673301,null-allinone-gel,1
286314-20220529-0875373259,make_balance-f-cocoa,1
286314-20220529-0842773264,null-remover-vio,1
286314-20220529-0770373282,null-deodorant-gel,1
286314-20220529-0626973302,null-perfume-cream,1
286314-20220529-0627373303,nalc-threeprotectgel,1
286314-20220529-0627373303,nalc-sunscreen-f,1
286314-20220529-0401873318,fixit-shaker-mb_aw,1
286314-20220529-0401873318,make_balance-f-matcha,1
286314-20220529-0333773325,null-bodywash,1
286314-20220529-0749373267,null-sunscreen,3
286314-20220529-0665173290,null-deodorant-gel,2
286314-20220529-0388473312,null-deodorant-gel,1
286314-20220529-0617773287,null-remover-vio,3
286314-20220529-0703873249,null-remover-vio,1
286314-20220529-0286073315,null-set-vio,1
286314-20220529-0310073312,null-perfume-cream,1
286314-20220529-0247073319,null-perfume-cream,1
286314-20220529-0586073277,null-deodorant-gel,1
286314-20220529-0418473301,daily_basic-f-strawberry,1
286314-20220529-0543473272,makebalance-plane,2
286314-20220529-0513973287,null-sunscreen,1
286314-20220529-0495273282,IS-WPCS06A-BK,1
286314-20220529-0479173283,make_balance-f-matcha,1
286314-20220529-0401173299,DD-EK01RLF2,1
286314-20220529-0172773313,null-deodorant-gel,1
286314-20220529-0454773277,nalc-sunscreen-f,1
286314-20220529-0404673278,null-bodywash-re,1
286314-20220529-0373673289,null-remover-vio,1
286314-20220529-0370673292,DD-EK01RLF2,1
286314-20220529-0093473311,null-remover-vio,1
286314-20220529-0411273256,DD-EK01RLF2,1
286314-20220529-0373973258,null-bodywash,1
286314-20220529-0180373301,null-remover-vio,1
286314-20220529-0272073290,null-remover-vio,1
286314-20220529-0149473303,fixit-shaker-mb_aw,1
286314-20220529-0149473303,make_balance-f-cocoa,1
286314-20220529-0274773287,daily_basic-f-coffee,1
286314-20220529-0390073248,daily_basic-f-vanilla,1
286314-20220529-0468173245,feel_natural_plane,5
286314-20220529-0999173236,make_balance-f-cocoa,1
286314-20220529-0252273283,make_balance-f-cocoa,1
286314-20220529-0102073302,null-deodorant-gel,1
286314-20220529-0282473254,nalc-sunscreen-f,1
286314-20220529-0274573258,null-sunscreen,1
286314-20220529-0816473237,feel_natural-f-cocoa,1
286314-20220529-0120273292,null-remover-vio,3
286314-20220529-0918973225,null-remover-vio,1
286314-20220529-0199673256,null-remover-vio,1
286314-20220529-0132173286,null-deodorant-gel,1
286314-20220529-0162773260,makebalance-plane,1
286314-20220529-0132773271,null-bbcream,1
286314-20220529-0840673224,null-remover-vio,1
286314-20220529-0076673272,null-remover-vio,1
286314-20220529-0829973225,daily_basic-f-banana,1
286314-20220529-0707973235,null-allinonemist,2
286314-20220529-0662173239,nalc-sunscreen-f,1
286314-20220529-0036973273,null-remover-vio,1
286314-20220529-0029673262,think_simple-wpc,1
286314-20220529-0817073222,makebalance-plane,1
286314-20220529-0596373238,null-remover-vio,1
286314-20220529-0955773181,daily_basic-f-vanilla,1
286314-20220529-0660773226,makebalance-plane,1
286314-20220529-0959273169,null-honey-wax2,1
286314-20220529-0938773166,make_balance-f-cocoa,1
286314-20220529-0934673166,null-remover-vio,1
286314-20220529-0886373186,null-remover-vio,1
286314-20220529-0927473161,null-remover-vio,1
286314-20220529-0831173192,daily_basic-f-vanilla,1
286314-20220529-0821373181,think_simple-wpc,1
286314-20220529-0877673164,null-remover-vio,1
286314-20220529-0833273174,daily_basic-f-banana,1
286314-20220529-0472973236,null-set-vio,1
286314-20220529-0860073162,null-remover-vio,1
286314-20220529-0573073220,is-gf01-ip5se,1
286314-20220529-0465573223,daily_basic-f-strawberry,1
286314-20220529-0580673206,make_balance-f-matcha,1
286314-20220529-0604473191,null-remover-vio,1
286314-20220529-0594473196,null-sunscreen,1
286314-20220529-0606073172,null-remover-vio,1
286314-20220529-0507673198,daily_basic-f-banana,1
286314-20220529-0507673198,daily_basic-f-fruitsmix,1
286314-20220529-0200373236,null-deodorant-gel,1
286314-20220529-0416773212,daily_basic-f-coffee,1
286314-20220529-0529873160,null-remover-vio,1
286314-20220529-0529873160,null-aftershave-lotion-c,1
286314-20220529-0331773184,null-sunscreen,1
286314-20220529-0310073197,null-remover-vio,1
286314-20220529-0882373147,aimmx-eyeshadow-01,1
286314-20220529-0120973198,null-remover-vio,1
286314-20220529-0221873163,null-naturalbb-01,1
286314-20220529-0051073212,null-deodorant-gel,1
286314-20220529-0103573198,null-bbcream,2
286314-20220529-0064373207,make_balance-f-cocoa,1
286314-20220529-0015573213,null-deodorant-gel,1
286314-20220529-0077473190,feel_natural_plane,1
286314-20220529-0020173210,null-acne-facewash,1
286314-20220529-0099073170,null-bodywash,1
286314-20220528-0937373127,daily_basic-f-vanilla,1
286314-20220528-0986473117,null-honey-wax2,1
286314-20220528-0949973122,null-remover-vio,1
286314-20220528-0981073111,DD-EFK-5D,3
286314-20220528-0727373148,nalc-wrinklecream,2
286314-20220528-0000373173,daily_basic-f-banana,1
286314-20220528-0654473151,null-acne-facewash,1
286314-20220528-0046773163,daily_basic-f-strawberry,1
286314-20220528-0705473146,null-remover-vio,1
286314-20220528-0936473106,null-remover-vio,1
286314-20220528-0977673093,null-deodorant-gel,1
286314-20220528-0632873151,null-remover-vio,1
286314-20220528-0727773136,fixit-shaker-mb_aw,1
286314-20220528-0963073082,nalc-milklotion-f,1
286314-20220528-0953673093,null-aftershave-lotion-c,1
286314-20220528-0953673093,null-remover-vio,1
286314-20220528-0890573112,daily_basic-f-strawberry,1
286314-20220528-0890573112,daily_basic-f-vanilla,1
286314-20220528-0673073144,DD-EFK-3D,1
286314-20220528-0911273107,nalc-threeprotectgel,1
286314-20220528-0911273107,nalc-facewash,1
286314-20220528-0901873114,aimmx-eyeshadow-01,1
286314-20220528-0591873151,makebalance-plane,1
286314-20220528-0889573096,daily_basic-f-coffee,1
286314-20220528-0909873095,nalc-handcream,1
286314-20220528-0881573090,null-remover-vio,1
286314-20220528-0886573087,null-remover-vio,1
286314-20220528-0830073108,null-remover-vio,1
286314-20220528-0603173144,daily_basic-f-strawberry,1
286314-20220528-0844273091,null-deodorant-gel,1
286314-20220528-0926273075,null-sunscreen,2
286314-20220528-0642473137,feel_natural-f-matcha,1
286314-20220528-0642473137,feel_natural-f-cocoa,1
286314-20220528-0796473117,null-bodywash,3
286314-20220528-0599073142,null-perfume-cream,1
286314-20220528-0692573128,nalc-moistlotion,1
286314-20220528-0692573128,nalc-milklotion-re,1
286314-20220528-0795473101,null-remover-vio,1
286314-20220528-0762973106,nalc-sunscreen-f,1
286314-20220528-0566373142,null-sunscreen,1
286314-20220528-0763773097,daily_basic-f-vanilla,1
286314-20220528-0770973103,think_simple-wpc,1
286314-20220528-0686173123,null-remover-vio,1
286314-20220528-0806873077,null-bodywash-re,1
286314-20220528-0829773074,null-remover-vio,1
286314-20220528-0786573083,null-sunscreen,1
286314-20220528-0683073121,daily_basic-f-vanilla,1
286314-20220528-0735673102,daily_basic-f-coffee,1
286314-20220528-0674473111,null-allinonemist,1
286314-20220528-0685673090,daily_basic-f-coffee,1
286314-20220528-0654373110,null-aftershave-lotion-c,1
286314-20220528-0654373110,null-remover-vio,1
286314-20220528-0615073122,null-remover-vio,1
286314-20220528-0722573080,null-remover-vio,3
286314-20220528-0736073074,null-perfume-cream,1
286314-20220528-0644073088,daily_basic-plus_yogurt,1
286314-20220528-0591273117,make_balance-f-cocoa,1
286314-20220528-0613573097,nalc-handcream,1
286314-20220528-0432773140,null-allinone-gel,3
286314-20220528-0599973090,DD-EK02RLF2,1
286314-20220528-0398473140,think_simple-wpi,1
286314-20220528-0286673154,fixit-shaker-mb_aw,1
286314-20220528-0286673154,make_balance-f-cocoa,1
286314-20220528-0639473074,daily_basic-f-banana,1
286314-20220528-0336373142,daily_basic-plus_yogurt,1
286314-20220528-0509773110,aimmx-eyeshadow-01,1
286314-20220528-0461773113,null-perfume-cream,1
286314-20220528-0512573089,null-remover-vio,1
286314-20220528-0469073098,nalc-sunscreen-f,1
286314-20220528-0499573087,null-aftershave-lotion-c,1
286314-20220528-0499573087,null-remover-vio,1
286314-20220528-0272773142,null-allinone-gel,1
286314-20220528-0462973092,null-sunscreen,1
286314-20220528-0254673136,null-aftershave-lotion-c,1
286314-20220528-0254673136,null-remover-vio,1
286314-20220528-0428373093,feel_natural-f-cocoa,1
286314-20220528-0429073084,null-remover-vio,1
286314-20220528-0226573140,null-honey-wax2,1
286314-20220528-0113473155,null-deodorant-gel,1
286314-20220528-0124473151,null-remover-vio,1
286314-20220528-0057173157,daily_basic-f-fruitsmix,1
286314-20220528-0057173157,daily_basic-f-strawberry,1
286314-20220528-0057173157,daily_basic-f-banana,3
286314-20220528-0131773145,null-bbcream,2
286314-20220528-0339073107,null-remover-vio,1
286314-20220528-0364173087,feel_natural_plane,3
286314-20220528-0348073101,null-remover-vio,1
286314-20220528-0089273148,null-bodywash,1
286314-20220528-0399473075,makebalance-plane,1
286314-20220528-0270473127,null-remover-vio,3
286314-20220528-0325673095,null-deodorant-gel,1
286314-20220528-0143773138,feel_natural_plane,1
286314-20220528-0290673105,null-sunscreen,1
286314-20220528-0985173064,null-allinonemist,1
286314-20220528-0985173064,null-sunscreen,1
286314-20220528-0107673129,null-acne-facewash,1
286314-20220528-0092373129,null-remover-vio,1
286314-20220528-0923173065,null-remover-vio,1
286314-20220528-0918573067,daily_basic-f-strawberry,1
286314-20220528-0096073126,nalc-handcream,1
286314-20220528-0133773086,null-remover-vio,1
286314-20220528-0111773102,null-deodorant-gel,1
286314-20220528-0105573103,make_balance-f-cocoa,1
286314-20220528-0119773089,makebalance-plane,1
286314-20220528-0117373084,null-deodorant-gel,1
286314-20220528-0113973084,null-remover-vio,1
286314-20220528-0724873071,null-remover-vio,1
286314-20220528-0860473050,make_balance-f-matcha,1
286314-20220528-0030073096,daily_basic-f-fruitsmix,1
286314-20220528-0011673102,null-deodorant-gel,1
286314-20220528-0879873045,null-remover-vio,1
286314-20220528-0988373017,DD-EK01RLF2,1
286314-20220528-0990273009,null-deodorant-gel,1
286314-20220528-0900373012,null-sunscreen,1
286314-20220528-0979572999,nalc-wrinklecream,1
286314-20220528-0777973044,null-remover-vio,1
286314-20220528-0704773061,null-remover-vio,3
286314-20220528-0829673037,null-deodorant-gel,1
286314-20220528-0825873024,null-remover-vio,1
286314-20220528-0803273035,daily_basic-f-banana,1
286314-20220528-0755072996,shaker_300aw-black,1
286314-20220528-0755072996,feel_natural-f-cocoa,1
286314-20220528-0686773039,makebalance-plane,1
286314-20220528-0565873053,null-remover-vio,1
286314-20220528-0744473003,null-bodywash,1
286314-20220528-0808672986,null-deodorant-gel,1
286314-20220528-0726173010,null-remover-vio,1
286314-20220528-0573573047,null-remover-vio,1
286314-20220528-0459173054,null-remover-vio,1
286314-20220528-0294073071,makebalance-plane,1
286314-20220528-0294073071,think_simple-wpc,1
286314-20220528-0603273035,makebalance-plane,1
286314-20220528-0398073065,null-remover-vio,1
286314-20220528-0658672994,null-remover-vio,1
286314-20220528-0625373007,null-bbcream,1
286314-20220528-0436273044,null-remover-vio,1
286314-20220528-0579873006,daily_basic-f-strawberry,1
286314-20220528-0518173028,null-cleansing,1
286314-20220528-0518173028,null-sunscreen,1
286314-20220528-0539773019,null-aftershave-lotion-c,1
286314-20220528-0539773019,null-remover-vio,3
286314-20220528-0326873043,daily_basic-f-coffee,1
286314-20220528-0412073004,null-shoepowder,1
286314-20220528-0476972986,null-sunscreen,1
286314-20220528-0199573061,nalc-milklotion-f,1
286314-20220528-0242873052,null-deodorant-gel,1
286314-20220528-0370173004,null-deodorant-gel,1
286314-20220528-0235973041,null-bbcream,1
286314-20220528-0273973038,fafra-mask-camel,1
286314-20220528-0289173021,fixit-shaker-mb,2
286314-20220528-0090873065,null-bbcream,1
286314-20220528-0230673037,makebalance-plane,2
286314-20220528-0114273056,null-remover-vio,1
286314-20220528-0239673012,null-remover-vio,1
286314-20220528-0260473003,null-remover-vio,1
286314-20220528-0870572983,null-deodorant-gel,1
286314-20220528-0243272995,think_simple-wpc,5
286314-20220528-0191273001,null-remover-vio,1
286314-20220528-0116773018,null-deodorant-gel,1
286314-20220528-0070573028,make_balance-f-cocoa,1
286314-20220528-0107472998,null-honey-wax2,1
286314-20220528-0072673011,null-deodorant-gel,1
286314-20220528-0053873002,daily_basic-f-banana,1
286314-20220528-0888372960,null-remover-vio,1
286314-20220528-0850372958,null-acne-facewash,1
286314-20220528-0846572929,null-remover-vio,1
286314-20220528-0717072965,null-remover-vio,1
286314-20220528-0863972917,null-remover-vio,1
286314-20220528-0850372909,nalc-milklotion-f,1
286314-20220528-0894572904,null-remover-vio,1
286314-20220528-0670972976,make_balance-f-cocoa,2
286314-20220528-0720172963,null-collectivepen-01,1
286314-20220528-0813972926,nalc-facewash,1
286314-20220528-0818772938,make_balance-f-matcha,1
286314-20220528-0808572928,null-deodorant-gel,1
286314-20220528-0824572936,make_balance-f-matcha,1
286314-20220528-0796872930,null-bbcream,1
286314-20220528-0686472958,fafra-og-bodycream,1
286314-20220528-0756272951,null-remover-vio,1
286314-20220528-0595072980,null-deodorant-gel,2
286314-20220528-0803572920,daily_basic-f-strawberry,1
286314-20220528-0789772920,null-sunscreen,1
286314-20220528-0749772949,null-remover-vio,2
286314-20220528-0769372931,null-remover-vio,2
286314-20220528-0579072978,null-facemilk,1
286314-20220528-0579072978,null-facelotion,1
286314-20220528-0579072978,null-cleansing,1
286314-20220528-0783272916,null-remover-vio,1
286314-20220528-0626972972,null-remover-vio,1
286314-20220528-0739072926,null-honey-wax2,1
286314-20220528-0624772959,null-honey-wax2,1
286314-20220528-0585372976,makebalance-cocoa3,1
286314-20220528-0724472937,daily_basic-f-vanilla,1
286314-20220528-0753372913,null-sunscreen,1
286314-20220528-0737372940,null-remover-vio,1
286314-20220528-0712672932,null-deodorant-gel,1
286314-20220528-0766772902,feel_natural-f-matcha,1
286314-20220528-0748072901,think_simple-wpi,3
286314-20220528-0732172923,feel_natural-f-cocoa,1
286314-20220528-0732172923,think_simple-wpc,1
286314-20220528-0772072699,daily_basic-f-coffee,1
286314-20220528-0602972960,daily_basic-f-vanilla,1
286314-20220528-0685572927,null-bbcream,1
286314-20220528-0717372905,null-deodorant-gel,2
286314-20220528-0594272960,nalc-wrinklecream,2
286314-20220528-0690472933,null-bodywash,1
286314-20220528-0659472937,null-perfume-cream,1
286314-20220528-0520572979,null-remover-vio,1
286314-20220528-0518572979,null-remover-vio,1
286314-20220528-0626172952,null-perfume-cream,1
286314-20220528-0673072920,null-sunscreen,1
286314-20220528-0673072920,null-allinone-gel,3
286314-20220528-0673072920,null-aftershave-lotion4,1
286314-20220528-0648672918,null-remover-vio,1
286314-20220528-0688172906,null-perfume-cream,1
286314-20220528-0640872946,think_simple-wpc,1
286314-20220528-0667672917,daily_basic-f-vanilla,1
286314-20220528-0668272903,think_simple-wpc,1
286314-20220528-0666872907,nalc-sunscreen-f,1
286314-20220528-0645172916,nalc-sunscreen-f,3
286314-20220528-0268172983,null-deodorant-gel,1
286314-20220528-0611672932,daily_basic-f-banana,1
286314-20220528-0627272920,daily_basic-f-banana,1
286314-20220528-0607072926,null-remover-vio,1
286314-20220528-0512672957,daily_basic-f-coffee,1
286314-20220528-0512672957,shaker_300aw-black,1
286314-20220528-0512672957,daily_basic-f-strawberry,1
286314-20220528-0610972944,daily_basic-f-coffee,1
286314-20220528-0643372906,nalc-handcream,1
286314-20220528-0418872980,null-wrinklecream,2
286314-20220528-0467372961,IS-BTEP10NC-BK,1
286314-20220528-0586172942,null-deodorant-gel,2
286314-20220528-0565272937,daily_basic-f-fruitsmix,1
286314-20220528-0565272937,daily_basic-f-banana,1
286314-20220528-0540372954,null-remover-vio,1
286314-20220528-0540372954,null-aftershave-lotion-c,1
286314-20220528-0516972955,fixit-shaker-mb_aw,1
286314-20220528-0516972955,make_balance-f-matcha,1
286314-20220528-0459772959,fixit-dailybasicplus-y,1
286314-20220528-0434372977,null-remover-vio,1
286314-20220528-0566472931,null-remover-vio,1
286314-20220528-0466972958,null-acne-facewash,1
286314-20220528-0593772905,nalc-threeprotectgel,1
286314-20220528-0610472904,null-collectivepen-01,1
286314-20220528-0538472935,null-allinonemist,1
286314-20220528-0525072950,null-remover-vio,1
286314-20220528-0508072954,daily_basic-f-coffee,1
286314-20220528-0540872938,null-remover-vio,1
286314-20220528-0565972914,null-bbcream,1
286314-20220528-0544272936,null-honey-wax2,1
286314-20220528-0548172920,null-deodorant-gel,1
286314-20220528-0359272981,null-remover-vio,1
286314-20220528-0549372910,daily_basic-f-vanilla,1
286314-20220528-0561272907,null-remover-vio,1
286314-20220527-0539872922,null-deodorant-gel,2
286314-20220527-0375272974,IS-BTEP10NC-BK,1
286314-20220527-0348672978,make_balance-f-cocoa,1
286314-20220527-0536472910,DD-EK01RLF2,1
286314-20220527-0359172976,null-deodorant-gel,1
286314-20220527-0361772971,feel_natural_plane,1
286314-20220527-0392772958,daily_basic-f-banana,1
286314-20220527-0501272917,feel_natural-f-matcha,1
286314-20220527-0501272917,feel_natural-f-cocoa,1
286314-20220527-0351272970,daily_basic-f-coffee,1
286314-20220527-0448472947,null-deodorant-gel,1
286314-20220527-0341272970,null-remover-vio,1
286314-20220527-0447072946,feel_natural_plane,1
286314-20220527-0357272962,daily_basic-f-coffee,1
